Title,Rating,Oscars,Total Nominations and Awards,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number
To All the Boys: Always and Forever (2021),6.3,Awards,1 win,Michael Fimognari,To All the Boys I've Loved Before 3,TV-14,130,59,22K
The Suicide Squad (2021),7.3,Awards,1 nomination,James Gunn,"$167,400,219",R,3.1K,353,255K
Bad Trip (2021),6.6,Awards,1 nomination,Kitao Sakurai,Chuyến Đi Siêu Quậy,Unrated,252,57,22K
The Dig (2021),7.1,Awards,2 wins & 10 nominations total,Simon Stone,$693,PG-13,514,323,66K
The SpongeBob Movie: Sponge on the Run (2020),6.0,Awards,1 nomination,Tim Hill,"Aug 16, 2020",PG,189,65,16K
Judas and the Black Messiah (2021),7.5,Won 2 Oscars,38 wins & 56 nominations total,Shaka King,"$6,798,511",R,369,266,65K
The Father (2020),8.3,Won 2 Oscars,27 wins & 141 nominations total,Florian Zeller,"$24,284,965",PG-13,828,293,108K
Nomadland (2020),7.4,Won 3 Oscars,236 wins & 143 nominations total,Chloé Zhao,"$39,458,207",R,1K,378,135K
Coming to America (1988),7.1,Nominated for 2 Oscars,5 wins & 5 nominations total,John Landis,"$288,752,301",R,244,98,200K
Raya and the Last Dragon (2021),7.4,Awards,1 win & 1 nomination,Don Hall,"$130,281,158",PG,1.2K,259,122K
Crawl (2019),6.1,Awards,5 nominations,Alexandre Aja,"$91,542,097",R,1K,320,79K
Zack Snyder's Justice League (2021),8.1,Awards,2 nominations,Zack Snyder,The Snyder Cut,R,7.8K,295,348K
Godzilla vs. Kong (2021),6.4,Awards,1 win & 1 nomination,Adam Wingard,"$467,863,133",PG-13,2.1K,353,182K
Godzilla: King of the Monsters (2019),6.0,Awards,6 wins & 14 nominations,Michael Dougherty,"$386,600,138",PG-13,2.3K,392,169K
Concrete Cowboy (2020),6.3,Awards,1 win & 1 nomination,Ricky Staub,Kent Kovboyu,R,124,99,7.9K
Wrath of Man (2021),7.1,Awards,1 win & 1 nomination,Ricky Staub,"$103,966,489",R,124,99,7.9K
Army of the Dead (2021),5.8,Awards,2 nominations,Zack Snyder,"$70,000,000 (estimated)",R,4K,158,154K
Cruella (2021),7.4,Awards,2 wins & 5 nominations,Craig Gillespie,"$233,274,812",PG-13,1.8K,312,192K
To All the Boys: P.S. I Still Love You (2020),6.0,Awards,3 wins & 4 nominations,Michael Fimognari,To All the Boys I've Loved Before 2,TV-14,167,58,35K
The Conjuring: The Devil Made Me Do It (2021),6.3,Awards,3 wins & 4 nominations,Michael Fimognari,"$201,965,074",TV-14,167,58,35K
In the Heights (2021),7.4,Awards,3 wins & 9 nominations,Jon M. Chu,"$43,879,041",PG-13,502,215,38K
Hitman's Wife's Bodyguard (2021),6.1,Awards,3 wins & 9 nominations,Jon M. Chu,"$70,060,492",PG-13,502,215,38K
Fast & Furious 7 (2015),7.1,Awards,36 wins & 36 nominations,James Wan,"$1,515,341,399",PG-13,781,463,377K
The Forever Purge (2021),5.4,Awards,36 wins & 36 nominations,James Wan,"$76,994,245",PG-13,781,463,377K
Space Jam: A New Legacy (2021),4.4,Awards,1 win,Malcolm D. Lee,"$162,828,072",PG,1.8K,165,60K
The Green Mile (1999),8.6,Nominated for 4 Oscars,15 wins & 37 nominations total,Frank Darabont,"$286,801,374",R,1.9K,213,1.2M
Jungle Cruise (2021),6.6,Nominated for 4 Oscars,15 wins & 37 nominations total,Frank Darabont,"$219,339,128",R,1.9K,213,1.2M
Hotel Transylvania: Transformania (2022),6.6,Nominated for 4 Oscars,15 wins & 37 nominations total,Frank Darabont,Khách Sạn Huyền Bí: Ma Cà Rồng Biến Hình,R,1.9K,213,1.2M
F9 (2021),5.2,Nominated for 4 Oscars,15 wins & 37 nominations total,Frank Darabont,"$726,229,501",R,1.9K,213,1.2M
Free Guy (2021),7.2,Nominated for 4 Oscars,15 wins & 37 nominations total,Frank Darabont,"$331,481,002",R,1.9K,213,1.2M
Coming 2 America (2021),5.3,Awards,1 win & 1 nomination,Craig Brewer,"$60,000,000 (estimated)",PG-13,2.3K,194,64K
The Lego Batman Movie (2017),7.3,Awards,13 wins & 68 nominations,Chris McKay,2.35 : 1,PG,352,407,140K
Those Who Wish Me Dead (2021),6.0,Awards,13 wins & 68 nominations,Chris McKay,"$23,408,489",PG,352,407,140K
Eat My Dust (1976),5.4,Awards,13 wins & 68 nominations,Chris McKay,"$300,000 (estimated)",PG,352,407,140K
The Guilty (2021),6.3,Awards,13 wins & 68 nominations,Chris McKay,Tổng Đài Truy Vết,PG,352,407,140K
