Title,Rating,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number,Oscar Awards,Total Wins,Total Nom,Year,After 2002
Dawn of the Planet of the Apes ,7.6,Matt Reeves,710644566.0,PG-13,700,563,42600,0,17,48,2014,1
The Deep End ,6.6,Scott McGehee,10031529.0,R,184,96,1100,0,4,19,2001,0
The Quiet American ,7.0,Phillip Noyce,27674124.0,R,211,74,2800,0,13,14,2002,0
Pacific Heights ,6.4,Phillip Noyce,44926706.0,R,211,74,2800,0,13,14,1990,0
Marty ,7.7,Delbert Mann,343000.0,Not Rated,176,83,2300,4,19,6,1955,0
Midnight in Paris ,7.7,Woody Allen,151728412.0,PG-13,698,535,40600,1,26,103,2011,1
The Drop ,7.1,Michaël R. Roskam,18658381.0,R,287,303,14900,0,4,5,2014,1
The Reader ,7.6,Stephen Daldry,108902486.0,R,468,296,23800,1,26,48,2008,1
The Boondock Saints ,7.7,Stephen Daldry,30471.0,R,468,296,23800,1,26,48,1999,0
L'instinct de mort ,7.5,Jean-François Richet,31076533.0,R,68,144,3300,0,8,15,2008,1
The Station Agent ,7.6,Tom McCarthy,8701337.0,R,315,165,6900,0,29,31,2003,1
The English Patient ,7.4,Anthony Minghella,231976425.0,R,541,129,18500,9,62,77,1996,0
Shooting Dogs ,7.7,Michael Caton-Jones,558588.0,R,51,75,1100,0,1,3,2005,1
Nevada Smith ,6.9,Henry Hathaway,14170000.0,Not Rated,90,19,800,0,0,1,1966,0
Volver ,7.6,Pedro Almodóvar,85585177.0,R,252,136,9800,0,61,95,2006,1
The Martian ,8.0,Ridley Scott,630162448.0,PG-13,1400,636,80500,0,38,200,2015,1
Fantastic Mr. Fox ,7.9,Wes Anderson,46474181.0,PG,372,352,21600,0,32,63,2009,1
Flipped ,7.7,Rob Reiner,4324817.0,PG,213,79,8700,0,2,2,2010,1
Star Trek II: The Wrath of Khan ,7.7,Nicholas Meyer,78912963.0,PG,421,124,11700,0,3,9,1982,0
The Day of the Jackal ,7.8,Fred Zinnemann,16056255.0,PG,234,73,4000,0,1,11,1973,0
Sunrise: A Song of Two Humans ,8.1,F.W. Murnau,121107.0,Passed,277,122,5000,3,6,2,1927,0
La cara oculta ,7.4,Andrés Baiz,6318409.0,R,93,64,4100,0,2,7,2011,1
El cuerpo ,7.6,Oriol Paulo,8779609.0,R,93,64,4100,0,3,10,2012,1
Los ojos de Julia ,6.7,Guillem Morales,16934369.0,Not Rated,78,136,3500,0,0,11,2010,1
Ang-ma-reul bo-at-da ,7.8,Jee-woon Kim,12966357.0,Not Rated,382,291,12200,0,17,19,2010,1
El espinazo del diablo ,7.4,Guillermo del Toro,6582065.0,R,239,167,6400,0,6,12,2001,0
Nueve reinas ,7.9,Fabián Bielinsky,12413888.0,R,132,104,5200,0,22,8,2000,0
Insomnia ,7.3,Erik Skjoldbjærg,227569.0,Not Rated,99,72,1400,0,0,2,1997,0
Omoide no Mânî ,7.7,Hiromasa Yonebayashi,34949567.0,PG,117,183,3700,0,4,18,2014,1
Crimes and Misdemeanors ,7.9,Woody Allen,18254702.0,PG-13,191,108,5700,0,16,26,1989,0
The Little Girl Who Lives Down the Lane ,7.0,Nicolas Gessner,1100000.0,PG,141,84,1500,0,2,4,1976,0
Chugyeokja ,7.8,Na Hong-jin,36495748.0,Not Rated,172,135,6300,0,27,25,2008,1
Dunkirk ,7.8,Christopher Nolan,527016307.0,PG-13,2500,637,60600,3,63,230,2017,1
Contratiempo ,8.1,Oriol Paulo,31191910.0,TV-MA,530,71,16300,0,2,3,2016,1
Toy Story 3 ,8.2,Lee Unkrich,1066970811.0,G,941,478,79300,2,61,96,2010,1
The Blues Brothers ,7.9,John Landis,115229890.0,R,455,111,19200,0,2,1,1980,0
Kubo and the Two Strings ,7.8,Travis Knight,76249438.0,PG,306,313,12400,0,33,67,2016,1
Relatos salvajes ,8.1,Damián Szifron,30642704.0,R,269,318,18900,0,49,58,2014,1
Dangal ,8.4,Nitesh Tiwari,303723636.0,Not Rated,443,65,17400,0,23,6,2016,1
Darbareye Elly ,8.0,Asghar Farhadi,879422.0,TV-PG,96,152,5100,0,20,13,2009,1
Gokseong ,7.5,Na Hong-jin,49851770.0,TV-MA,296,231,6200,0,34,56,2016,1
Elizabeth ,7.4,Shekhar Kapur,82150642.0,R,447,115,9600,1,34,55,1998,0
"Batman: The Dark Knight Returns, Part 2 (Video",8.4,Jay Oliva,3500000.0,PG-13,95,53,4900,0,1,1,2013,1
White Heat ,8.1,Raoul Walsh,5534.0,Not Rated,198,87,3200,0,1,2,1949,0
Following ,7.5,Christopher Nolan,48482.0,R,225,140,9100,0,5,4,1998,0
Prisoners ,8.1,Denis Villeneuve,122126687.0,R,100,503,65000,0,10,38,2013,1
Hodejegerne ,7.5,Morten Tyldum,18962444.0,R,147,263,10000,0,8,17,2011,1
Fracture ,7.2,Gregory Hoblit,92011561.0,R,404,191,19600,0,1,2,2007,1
Trois couleurs: Rouge ,8.1,Krzysztof Kieslowski,3581969.0,R,184,79,9900,0,19,29,1994,0
Violet & Daisy ,6.1,Michael Bay,108139.0,R,519,140,32600,0,9,9,2011,1
Senna ,8.5,Asif Kapadia,10197661.0,PG-13,133,171,6800,0,20,19,2010,1
The Lion King ,8.5,Roger Allers,1063611805.0,G,1100,230,99400,2,39,35,1994,0
Samsara ,8.5,Ron Fricke,4426444.0,PG-13,111,81,3500,0,1,6,2011,1
Tengoku to jigoku ,8.4,Akira Kurosawa,46808.0,Not Rated,145,97,4100,0,3,3,1963,0
The Cove ,8.4,Louie Psihoyos,1187434.0,PG-13,152,178,4900,1,39,18,2009,1
Kimi no na wa. ,8.4,Makoto Shinkai,358180115.0,TV-PG,898,241,23200,0,16,26,2016,1
Höstsonaten ,8.2,Ingmar Bergman,14338.0,PG,101,76,3200,0,10,10,1978,0
Koyaanisqatsi ,8.3,Godfrey Reggio,1723872.0,Not Rated,226,93,3700,0,6,1,1982,0
The Red Shoes ,8.1,Michael Powell,30846.0,Not Rated,188,119,3300,2,6,7,1948,0
Nae meorisokui jiwoogae ,8.2,John H. Lee,20865847.0,PG-13,80,10,2300,0,2,0,2004,1
Dom za vesanje ,8.1,Emir Kusturica,280015.0,R,306,34,3000,0,3,5,1988,0
The Two Escobars ,8.1,Jeff Zimbalist,14457.0,Not Rated,102,99,3200,0,5,4,2010,1
Le cercle rouge ,8.0,Richard Attenborough,471766.0,PG,314,116,22400,8,35,21,1970,0
Blackfish ,8.1,Gabriela Cowperthwaite,2303417.0,PG-13,240,191,6500,0,6,41,2013,1
Stand by Me ,8.1,Rob Reiner,52287414.0,R,748,140,38300,0,5,11,1986,0
Mary and Max. ,8.1,Adam Elliot,1740429.0,Not Rated,255,185,17200,0,5,9,2009,1
Roma città aperta ,8.1,Roberto Rossellini,16712.0,Not Rated,83,99,2500,0,7,1,1945,0
Jungfrukällan ,8.1,Ingmar Bergman,1528.0,Not Rated,111,114,2800,1,6,2,1960,0
Nostalghia ,8.1,Andrei Tarkovsky,55269.0,Not Rated,85,66,2600,0,3,1,1983,0
La haine ,8.1,Mathieu Kassovitz,416188.0,Not Rated,243,141,16200,0,8,15,1995,0
Before Sunrise ,8.1,Richard Linklater,5987386.0,R,563,158,29000,0,1,7,1995,0
Fanny och Alexander ,8.1,Ingmar Bergman,6795771.0,R,153,109,6100,4,25,12,1982,0
Hachi: A Dog's Tale ,8.1,Lasse Hallström,46749646.0,G,566,97,26900,0,0,1,2009,1
Lion ,8.0,Garth Davis,140853810.0,PG-13,601,363,22600,0,59,110,2016,1
This Is Spinal Tap ,7.9,Rob Reiner,4736202.0,R,393,96,13600,0,2,2,1984,0
Bronenosets Potemkin ,8.0,Sergei M. Eisenstein,61389.0,Not Rated,224,95,5600,0,1,0,1925,0
El espíritu de la colmena ,7.9,Víctor Erice,131811.0,Not Rated,102,86,1800,0,7,1,1973,0
Raising Arizona ,7.3,Joel Coen,29180280.0,PG-13,334,78,13400,0,0,4,1987,0
Notes on a Scandal ,7.4,Richard Eyre,49814392.0,R,306,225,7700,0,15,74,2006,1
Molly's Game ,7.4,Aaron Sorkin,59284015.0,R,426,375,15800,0,8,51,2017,1
Predestination ,7.5,Michael Spierig,4942449.0,R,695,263,26900,0,12,19,2014,1
This Gun for Hire ,7.4,Frank Tuttle,500000.0,Passed,90,52,900,0,1,0,1942,0
Collateral ,7.5,Michael Mann,220239925.0,R,978,241,38300,0,22,73,2004,1
Busanhaeng ,7.6,Sang-ho Yeon,92764199.0,Not Rated,929,401,19600,0,35,39,2016,1
What Maisie Knew ,7.4,Scott McGehee,2711379.0,R,105,174,2700,0,3,8,2012,1
Biutiful ,7.5,Alejandro G. Iñárritu,25147786.0,R,163,293,8900,0,21,65,2010,1
A Shot in the Dark ,7.5,Blake Edwards,12368234.0,PG,155,36,2700,0,0,3,1964,0
Inside Llewyn Davis ,7.5,Ethan Coen,32960249.0,R,413,542,14800,0,46,174,2013,1
Separate Tables ,7.4,Delbert Mann,7400000.0,Approved,87,29,7400,2,7,15,1958,0
Doubt ,7.5,John Patrick Shanley,51699984.0,PG-13,414,299,12600,0,25,97,2008,1
Little Children ,7.5,Todd Field,14821658.0,R,346,251,11000,0,20,61,2006,1
Saving Mr. Banks ,7.5,John Lee Hancock,117867984.0,PG-13,373,424,15800,0,13,74,2013,1
Malèna ,7.5,Giuseppe Tornatore,14493284.0,R,278,79,9800,0,7,22,2000,0
Three Days of the Condor ,7.4,Sydney Pollack,27476252.0,R,216,125,5300,0,6,4,1975,0
También la lluvia ,7.4,Icíar Bollaín,7313485.0,Not Rated,42,126,1300,0,22,17,2010,1
Ne le dis à personne ,7.5,Guillaume Canet,33428799.0,Not Rated,177,156,5300,0,12,15,2006,1
The Fly ,7.6,David Cronenberg,60629159.0,R,400,196,17100,1,7,10,1986,0
Red Army ,7.6,Gabe Polsky,798680.0,PG,32,115,6900,0,5,11,2014,1
The Life of David Gale ,7.5,Alan Parker,38955598.0,R,480,134,11700,0,0,3,2003,1
Star Trek: First Contact ,7.6,Jonathan Frakes,146027888.0,PG-13,341,170,12200,0,8,21,1996,0
The Hours ,7.5,Stephen Daldry,108846072.0,PG-13,693,157,12900,1,43,126,2002,0
Leviafan ,7.6,Andrey Zvyagintsev,4439481.0,R,142,289,5200,0,36,51,2014,1
The Commitments ,7.6,Alan Parker,14919570.0,R,125,62,3400,0,11,13,1991,0
My Cousin Vinny ,7.6,Jonathan Lynn,64088552.0,R,298,55,11600,1,5,6,1992,0
The Bridges of Madison County ,7.6,Clint Eastwood,182016617.0,PG-13,271,82,7800,0,7,18,1995,0
Munich ,7.5,Steven Spielberg,130982129.0,R,892,230,22100,0,14,75,2005,1
A Fish Called Wanda ,7.5,Charles Crichton,62493712.0,R,252,114,13800,1,9,18,1988,0
42nd Street ,7.4,Lloyd Bacon,1600.0,Passed,128,78,1200,0,1,2,1933,0
Escape from Alcatraz ,7.6,Lloyd Bacon,43005351.0,Passed,128,78,1200,0,1,2,1979,0
High Plains Drifter ,7.5,Lloyd Bacon,15706540.0,Passed,128,78,1200,0,1,2,1973,0
Hoosiers ,7.5,David Anspaugh,28607524.0,PG,163,60,4600,0,3,5,1986,0
An American Werewolf in London ,7.5,John Landis,30683333.0,R,451,258,10100,1,3,3,1981,0
Inside Man ,7.6,Spike Lee,186003591.0,R,762,234,35700,0,5,12,2006,1
The Fisher King ,7.5,Terry Gilliam,41895491.0,R,217,96,8300,1,14,39,1991,0
En man som heter Ove ,7.7,Hannes Holm,30692889.0,PG-13,121,158,5100,0,16,29,2015,1
Adaptation. ,7.7,Spike Jonze,32801173.0,R,773,107,18700,1,65,100,2002,0
Birdman or (The Unexpected Virtue of Ignorance) ,7.7,Alejandro G. Iñárritu,103215094.0,R,1400,634,60600,4,193,291,2014,1
On Golden Pond ,7.6,Mark Rydell,119285432.0,PG,139,45,3000,3,14,23,1981,0
The Purple Rose of Cairo ,7.7,Woody Allen,10631333.0,PG,164,95,5000,0,15,15,1985,0
Ray ,7.7,Taylor Hackford,123971376.0,PG-13,475,134,14400,2,53,54,2004,1
Dead of Night ,7.6,Alberto Cavalcanti,1919.0,Approved,150,92,1200,0,1,2,1945,0
The Theory of Everything ,7.7,James Marsh,123726688.0,PG-13,553,439,42800,1,25,125,2014,1
Le locataire ,7.6,Roman Polanski,1924733.0,R,196,106,4200,0,0,2,1976,0
Duel (TV Movie,7.6,Steven Spielberg,450000.0,PG,412,143,6800,1,3,5,1971,0
Gun Crazy ,7.6,Joseph H. Lewis,17322.0,Passed,142,68,1300,0,1,0,1950,0
The Incredible Shrinking Man ,7.6,Jack Arnold,2580.0,Not Rated,148,103,1700,0,3,1,1957,0
Trois couleurs: Blanc ,7.6,Krzysztof Kieslowski,1237219.0,R,112,72,7000,0,2,7,1994,0
Wreck-It Ralph ,7.7,Rich Moore,471222889.0,PG,473,404,40000,0,33,42,2012,1
Under sandet ,7.8,Martin Zandvliet,3169553.0,R,100,162,3900,0,32,27,2015,1
Forushande ,7.7,Asghar Farhadi,6953604.0,PG-13,116,317,5700,1,13,27,2016,1
Manchester by the Sea ,7.8,Kenneth Lonergan,78988148.0,R,885,512,26500,2,129,264,2016,1
Krugovi ,7.8,Srdan Golubovic,71617.0,R,541,305,41000,0,15,5,2013,1
Cabaret ,7.8,Bob Fosse,4600000.0,PG,217,105,5200,8,39,18,1972,0
The Lego Movie ,7.7,Christopher Miller,468060692.0,PG,590,466,33800,0,72,67,2014,1
About Time ,7.8,Richard Curtis,87100449.0,R,803,284,32700,0,3,9,2013,1
Lucky Number Slevin ,7.7,Paul McGuigan,56308881.0,R,566,184,30700,0,5,4,2006,1
Missing ,7.7,Costa-Gavras,14000000.0,PG,108,76,2100,1,12,21,1982,0
Belle de jour ,7.7,Luis Buñuel,4162021.0,R,143,157,4300,0,7,7,1967,0
Invasion of the Body Snatchers ,7.7,Don Siegel,417000.0,Approved,275,161,4800,0,2,0,1956,0
A torinói ló ,7.8,Béla Tarr,162088.0,Not Rated,85,181,1700,0,7,15,2011,1
The French Connection ,7.7,William Friedkin,51700666.0,R,365,179,11700,5,22,12,1971,0
Blazing Saddles ,7.7,Mel Brooks,119601481.0,R,453,107,13300,0,3,5,1974,0
The Last Emperor ,7.7,Bernardo Bertolucci,43993869.0,PG-13,189,90,9900,9,60,22,1987,0
Little Miss Sunshine ,7.8,Jonathan Dayton,101058954.0,R,100,250,45800,2,72,112,2006,1
Donnie Brasco ,7.7,Mike Newell,124909762.0,R,322,119,29400,0,2,16,1997,0
Pride & Prejudice ,7.8,Joe Wright,121616555.0,PG,1200,105,27700,0,13,59,2005,1
Utomlennye solntsem ,7.9,Nikita Mikhalkov,2313461.0,R,84,34,1500,1,5,10,1994,0
Hannah and Her Sisters ,7.9,Woody Allen,40084041.0,PG-13,192,87,7000,3,27,26,1986,0
Cowboy Bebop: Tengoku no tobira ,7.9,Shin'ichirô Watanabe,3007903.0,TV-14,141,69,4600,0,0,2,2001,0
Mia aioniotita kai mia mera ,7.9,Theodoros Angelopoulos,107178.0,Unrated,42,54,1200,0,9,4,1998,0
The Notebook ,7.8,Nick Cassavetes,117815157.0,PG-13,1300,145,54500,0,12,10,2004,1
Les parapluies de Cherbourg ,7.8,Jacques Demy,68991.0,Not Rated,165,134,2600,0,6,7,1964,0
Scarlet Street ,7.8,Fritz Lang,1202007.0,Approved,168,104,1600,0,0,1,1945,0
Shadow of a Doubt ,7.8,Alfred Hitchcock,714.0,PG,283,95,6300,0,2,3,1943,0
The Conversation ,7.8,Francis Ford Coppola,4432180.0,PG,420,183,10700,0,14,16,1974,0
Badlands ,7.8,Terrence Malick,54396.0,PG,253,141,7000,0,4,1,1973,0
The Lady Vanishes ,7.8,Alfred Hitchcock,39776.0,Not Rated,255,112,5100,0,1,1,1938,0
Bride of Frankenstein ,7.8,James Whale,10493.0,Not Rated,310,130,4700,0,4,3,1935,0
À bout de souffle ,7.8,Jean-Luc Godard,593199.0,Not Rated,232,220,7800,0,4,4,1960,0
Children of Men ,7.9,Alfonso Cuarón,70595464.0,R,1400,329,48300,0,49,89,2006,1
The Insider ,7.8,Michael Mann,60289912.0,R,565,219,16700,0,23,58,1999,0
The Iron Giant ,8.0,Brad Bird,23180087.0,PG,611,146,18300,0,20,18,1999,0
Wonder ,8.0,Stephen Chbosky,306209289.0,PG,547,242,15500,0,4,28,2017,1
The Ox-Bow Incident ,8.0,William A. Wellman,565000.0,Passed,168,71,2300,0,5,2,1942,0
Bin-jip ,8.0,Kim Ki-duk,3403957.0,R,145,183,5300,0,17,11,2004,1
Ratatouille ,8.0,Brad Bird,623726085.0,G,814,331,67600,1,67,42,2007,1
X-Men: Days of Future Past ,7.9,Bryan Singer,746045700.0,PG-13,865,577,68400,0,16,48,2014,1
Ip Man ,8.0,Wilson Yip,22108789.0,R,240,119,21800,0,12,19,2008,1
The Big Sleep ,7.9,Howard Hawks,22356.0,Passed,302,122,8300,0,2,0,1946,0
Charade ,7.9,Stanley Donen,173057.0,Passed,340,92,7400,0,3,9,1963,0
The Naked Prey ,7.3,Cornel Wilde,900000.0,Approved,84,58,5200,0,0,1,1965,0
Nobody's Fool ,7.4,Robert Benton,39491975.0,R,112,53,2000,0,5,10,1994,0
Shaun the Sheep Movie ,7.3,Mark Burton,106209378.0,PG,130,244,3900,0,5,50,2015,1
The Black Stallion ,7.4,Carroll Ballard,37799643.0,G,111,42,1200,1,8,6,1979,0
The Constant Gardener ,7.4,Fernando Meirelles,82468097.0,R,615,231,13700,1,35,69,2005,1
The Stranger ,7.4,Orson Welles,1034000.0,Passed,229,94,2600,0,0,2,1946,0
From Russia with Love ,7.4,Terence Young,24808767.0,PG,465,131,12900,0,3,6,1963,0
Take Shelter ,7.3,Jeff Nichols,3741098.0,R,383,349,9800,0,42,46,2011,1
A Passage to India ,7.3,David Lean,27201487.0,PG,116,52,1800,2,22,27,1984,0
Thelma & Louise ,7.5,Ridley Scott,45457532.0,R,366,137,14600,1,25,50,1991,0
Lucky ,7.4,John Carroll Lynch,2728446.0,Not Rated,110,213,2200,0,16,18,2017,1
Spider-Man ,7.3,Sam Raimi,825025036.0,PG-13,2200,334,73700,0,16,63,2002,0
Gremlins ,7.3,Joe Dante,153633143.0,PG,355,266,21100,0,8,6,1984,0
Identity ,7.3,James Mangold,90259536.0,R,820,103,23800,0,1,11,2003,1
Tsotsi ,7.2,Gavin Hood,9891303.0,R,185,162,2800,1,23,18,2005,1
The Gods Must Be Crazy ,7.3,Jamie Uys,30031783.0,PG,181,44,5500,0,2,3,1980,0
Blue Jasmine ,7.3,Woody Allen,99104804.0,PG-13,492,451,19800,1,56,81,2013,1
Star Trek IV: The Voyage Home ,7.3,Leonard Nimoy,109713132.0,PG,267,100,8300,0,4,18,1986,0
Max Manus ,7.3,Joachim Rønning,15384282.0,Not Rated,45,62,2800,0,12,8,2008,1
Eight Men Out ,7.2,John Sayles,5680515.0,PG,97,48,2000,0,0,2,1988,0
The Great Gatsby ,7.2,Baz Luhrmann,353642274.0,PG-13,100,373,51000,2,50,86,2013,1
The Terminal ,7.4,Steven Spielberg,219100084.0,PG-13,798,157,43400,0,7,8,2004,1
Il capitale umano ,7.3,Paolo Virzì,9113941.0,Not Rated,25,127,1200,0,47,30,2013,1
North Country ,7.3,Niki Caro,25211175.0,R,227,159,4200,0,5,20,2005,1
Matchstick Men ,7.3,Ridley Scott,65565672.0,PG-13,369,156,12800,0,0,5,2003,1
Revolutionary Road ,7.3,Sam Mendes,75981180.0,R,543,205,20600,0,20,73,2008,1
RocknRolla ,7.3,Guy Ritchie,25740863.0,R,257,214,24500,0,1,5,2008,1
Duma ,7.2,Carroll Ballard,994790.0,PG,45,36,8100,0,0,1,2005,1
La isla mínima ,7.3,Alberto Rodríguez,9014591.0,TV-MA,69,168,3300,0,60,43,2014,1
Luftslottet som sprängdes ,7.3,Daniel Alfredson,44276335.0,R,124,219,7000,0,1,3,2009,1
"Deux jours, une nuit ",7.3,Jean-Pierre Dardenne,9016922.0,PG-13,140,395,4700,0,41,83,2014,1
Gui lai ,7.2,Yimou Zhang,47587984.0,PG-13,40,99,5900,0,24,48,2014,1
Beasts of the Southern Wild ,7.3,Benh Zeitlin,21107746.0,PG-13,299,645,8200,0,90,135,2012,1
Truman ,7.3,Cesc Gay,9027600.0,TV-14,22,111,1300,0,30,33,2015,1
Black Panther ,7.3,Ryan Coogler,1347597973.0,PG-13,3400,505,68900,3,114,280,2018,1
The Bank Job ,7.2,Roger Donaldson,64828421.0,R,227,238,17800,0,0,3,2008,1
Tremors ,7.1,Ron Underwood,16667084.0,PG-13,352,189,13100,0,0,5,1990,0
Broken Flowers ,7.2,Jim Jarmusch,47329961.0,R,542,232,10100,0,5,14,2005,1
Los cronocrímenes ,7.2,Nacho Vigalondo,553198.0,R,207,187,6200,0,10,8,2007,1
From Dusk Till Dawn ,7.2,Robert Rodriguez,25837111.0,R,702,189,30100,0,7,13,1996,0
The Believer ,7.1,Henry Bean,1309316.0,R,170,98,3800,0,6,10,2001,0
A Better Life ,7.2,Chris Weitz,1863506.0,PG-13,93,94,1600,0,5,10,2011,1
Frozen River ,7.1,Courtney Hunt,5457664.0,R,109,161,2500,0,32,39,2008,1
Tracks ,7.2,John Curran,5853509.0,PG-13,82,138,2900,0,2,19,2013,1
Kung Fu Panda 2 ,7.2,Jennifer Yuh Nelson,665692281.0,PG,270,291,26800,0,5,47,2011,1
Win Win ,7.1,Tom McCarthy,11789613.0,R,122,235,5400,0,5,22,2011,1
The Hospital ,7.2,Arthur Hiller,19711560.0,PG-13,78,38,6200,1,7,5,1971,0
Mientras duermes ,7.2,Jaume Balagueró,8791590.0,Not Rated,93,202,4100,0,9,22,2011,1
Cold Mountain ,7.2,Anthony Minghella,173013509.0,R,713,170,14500,1,20,101,2003,1
Flickan som lekte med elden ,7.2,Daniel Alfredson,67153225.0,R,163,245,9400,0,1,4,2009,1
"Janghwa, Hongryeon ",7.2,Jee-woon Kim,1062878.0,R,284,308,6000,0,23,2,2003,1
The Rose Tattoo ,7.0,Daniel Mann,4200000.0,Unrated,39,23,3900,3,10,7,1955,0
Salyut-7 ,7.2,Klim Shipenko,16746823.0,Unrated,39,23,3900,0,4,7,2017,1
The Jacket ,7.1,John Maybury,21733230.0,R,295,144,11100,0,1,2,2005,1
Monster's Ball ,7.0,Marc Forster,45011434.0,R,295,144,11100,1,15,23,2001,0
Dressed to Kill ,7.1,Brian De Palma,31899000.0,R,246,155,4000,0,1,10,1980,0
Niagara ,7.0,Brian De Palma,1250000.0,R,246,155,4000,0,1,10,1953,0
Blue Ruin ,7.1,Jeremy Saulnier,993313.0,R,248,303,7100,0,7,20,2013,1
Quatermass and the Pit ,7.0,Jeremy Saulnier,275000.0,R,248,303,7100,0,7,20,1967,0
Find Me Guilty ,7.0,Sidney Lumet,2636637.0,R,125,104,3400,0,1,2,2006,1
Runaway Jury ,7.1,Gary Fleder,80154140.0,PG-13,394,154,9500,0,1,3,2003,1
Furious 6 ,7.0,Justin Lin,788680968.0,PG-13,525,442,38400,0,10,22,2013,1
No Way Out ,7.1,Justin Lin,35509515.0,PG-13,525,442,38400,0,10,22,1987,0
Never Let Me Go ,7.1,Mark Romanek,9918093.0,R,422,345,14200,0,8,27,2010,1
Wendy and Lucy ,7.1,Kelly Reichardt,1192995.0,R,132,193,1800,0,9,16,2008,1
Wild ,7.1,Jean-Marc Vallée,52501541.0,R,340,368,12600,0,13,69,2014,1
Four Weddings and a Funeral ,7.1,Mike Newell,245700832.0,R,270,72,14700,0,24,28,1994,0
The Ring ,7.1,Gore Verbinski,249348933.0,PG-13,1700,280,33600,0,14,12,2002,0
The Gift ,7.0,Joel Edgerton,58980521.0,R,467,336,14900,0,2,12,2015,1
Locke ,7.1,Steven Knight,5090608.0,R,461,376,14400,0,7,33,2013,1
Valkyrie ,7.1,Bryan Singer,201545517.0,PG-13,491,178,23600,0,3,11,2008,1
State of Play ,7.1,Kevin Macdonald,87812371.0,PG-13,289,230,14900,0,2,4,2009,1
Bone Tomahawk ,7.1,S. Craig Zahler,382579.0,Not Rated,519,295,9500,0,9,20,2015,1
Allied ,7.1,Robert Zemeckis,119520023.0,R,345,311,15000,0,2,10,2016,1
This Property Is Condemned ,7.0,Sydney Pollack,4000000.0,Unrated,72,31,5600,0,0,2,1966,0
Pieces of April ,7.0,Peter Hedges,3282321.0,PG-13,188,114,2100,0,15,22,2003,1
Brawl in Cell Block 99 ,7.2,S. Craig Zahler,64453.0,Not Rated,562,226,6300,0,0,4,2017,1
Alive ,7.1,Frank Marshall,36733909.0,R,140,49,5400,0,1,2,1993,0
Fallen ,7.0,Gregory Hoblit,25232289.0,R,285,68,8000,0,0,3,1998,0
Gwoemul ,7.1,Bong Joon Ho,89433436.0,R,377,407,11600,0,29,35,2006,1
Buried ,7.0,Rodrigo Cortés,19439764.0,R,600,375,15600,0,16,33,2010,1
Happy-Go-Lucky ,7.0,Mike Leigh,18696602.0,R,217,183,3900,0,39,63,2008,1
The Last Station ,7.0,Michael Hoffman,20554320.0,R,88,186,1800,0,5,18,2009,1
Hell Is for Heroes ,7.0,Michael Hoffman,2500000.0,R,88,186,1800,0,5,18,1962,0
The Lookout ,7.0,Scott Frank,5371181.0,R,166,145,5800,0,1,11,2007,1
The Killing of a Sacred Deer ,7.0,Yorgos Lanthimos,7027336.0,R,100,397,13800,0,6,54,2017,1
Basic Instinct ,7.0,Paul Verhoeven,352927224.0,R,390,147,19100,0,5,23,1992,0
The 'Burbs ,6.9,Joe Dante,49101993.0,PG,340,120,7300,0,0,1,1989,0
The War Wagon ,6.9,Burt Kennedy,11990000.0,Unrated,59,27,9500,0,1,0,1967,0
Smokey and the Bandit ,7.0,Hal Needham,126737428.0,PG,218,90,4800,0,0,2,1977,0
Enemy ,6.9,Denis Villeneuve,3468224.0,R,486,341,18200,0,17,23,2013,1
The Edge ,6.9,Lee Tamahori,43312294.0,R,237,91,7100,0,0,3,1997,0
Presumed Innocent ,6.9,Alan J. Pakula,221303188.0,R,107,44,4000,0,1,2,1990,0
Syriana ,6.9,Stephen Gaghan,93974620.0,R,647,348,12900,1,13,30,2005,1
It Follows ,6.8,David Robert Mitchell,21947454.0,R,1100,444,22600,0,25,43,2014,1
Triangle ,6.9,Christopher Smith,1333377.0,R,571,112,11000,0,1,5,2009,1
The Crucible ,6.8,Nicholas Hytner,7343114.0,PG-13,137,69,3700,0,4,29,1996,0
The Fog ,6.8,John Carpenter,21448782.0,R,450,269,7000,0,1,3,1980,0
Dead Calm ,6.8,Phillip Noyce,7825009.0,R,167,76,3900,0,5,6,1989,0
Appaloosa ,6.7,Ed Harris,27712362.0,R,234,192,6000,0,4,0,2008,1
Stoker ,6.8,Park Chan-Wook,12077441.0,R,307,445,10700,0,4,45,2013,1
Die Wand ,6.8,Julian Pölsler,3889260.0,Not Rated,44,78,6300,0,5,15,2012,1
The Pledge ,6.8,Sean Penn,29419291.0,R,605,130,5600,0,1,6,2001,0
Housebound ,6.8,Gerard Johnstone,241347.0,Not Rated,138,189,3400,0,5,22,2014,1
Rendition ,6.8,Gavin Hood,27066382.0,R,217,130,5500,0,0,3,2007,1
May ,6.6,Lucky McKee,264349.0,R,325,129,3600,0,9,8,2002,0
Shoot 'Em Up ,6.6,Michael Davis,27122238.0,R,477,220,14800,0,0,3,2007,1
Unfaithful ,6.7,Adrian Lyne,119137784.0,R,577,88,8600,0,3,16,2002,0
The Ninth Gate ,6.7,Roman Polanski,58401898.0,R,759,107,17500,0,2,5,1999,0
Marvin's Room ,6.7,Jerry Zaks,12803305.0,PG-13,83,48,2700,0,4,13,1996,0
While You Were Sleeping ,6.7,Jon Turteltaub,182057016.0,PG,232,71,9700,0,4,5,1995,0
